ue_id,imsi,class,nominal_rate_bps,actual_rate_bps,rate_sigma,nominal_packet_size,actual_packet_size,start_offset_s,noise_model
40,41,mMTC,3000,3028.93,0.25,100,76,24.602,lognormal_rate_jitter_v1
41,42,mMTC,3000,2731.11,0.25,100,221,10.2534,lognormal_rate_jitter_v1
42,43,mMTC,3000,2379.48,0.25,100,164,25.4484,lognormal_rate_jitter_v1
43,44,mMTC,3000,3609.6,0.25,100,87,19.9021,lognormal_rate_jitter_v1
44,45,mMTC,3000,2315.79,0.25,100,188,17.437,lognormal_rate_jitter_v1
45,46,mMTC,3000,2942,0.25,100,167,10.4349,lognormal_rate_jitter_v1
46,47,mMTC,3000,3962.77,0.25,100,116,6.94396,lognormal_rate_jitter_v1
47,48,mMTC,3000,5243.34,0.25,100,232,25.5211,lognormal_rate_jitter_v1
48,49,mMTC,3000,3528.48,0.25,100,181,20.127,lognormal_rate_jitter_v1
49,50,mMTC,3000,2806.19,0.25,100,145,2.89464,lognormal_rate_jitter_v1
50,51,mMTC,3000,3465.62,0.25,100,246,5.76459,lognormal_rate_jitter_v1
51,52,mMTC,3000,3090.57,0.25,100,108,4.01947,lognormal_rate_jitter_v1
52,53,mMTC,3000,3599.24,0.25,100,217,23.3755,lognormal_rate_jitter_v1
53,54,mMTC,3000,4785.81,0.25,100,222,0.749239,lognormal_rate_jitter_v1
54,55,mMTC,3000,4384.98,0.25,100,105,5.94344,lognormal_rate_jitter_v1
55,56,mMTC,3000,2909.52,0.25,100,130,10.2122,lognormal_rate_jitter_v1
56,57,mMTC,3000,2572.12,0.25,100,123,14.694,lognormal_rate_jitter_v1
57,58,mMTC,3000,2340.8,0.25,100,134,24.6931,lognormal_rate_jitter_v1
58,59,mMTC,3000,1997.76,0.25,100,112,22.0846,lognormal_rate_jitter_v1
59,60,mMTC,3000,2163.12,0.25,100,251,15.6916,lognormal_rate_jitter_v1
60,61,Web,133000,73151.5,0.4,600,1139,2.93426,lognormal_rate_jitter_v1
61,62,Web,133000,235879,0.4,600,1364,8.2647,lognormal_rate_jitter_v1
62,63,Web,133000,150464,0.4,600,548,14.6981,lognormal_rate_jitter_v1
63,64,Web,133000,92524.8,0.4,600,517,8.16307,lognormal_rate_jitter_v1
64,65,Web,133000,205686,0.4,600,1359,8.11785,lognormal_rate_jitter_v1
65,66,Web,133000,101896,0.4,600,659,7.6176,lognormal_rate_jitter_v1
66,67,Web,133000,60501.8,0.4,600,1123,14.9609,lognormal_rate_jitter_v1
67,68,Web,133000,181954,0.4,600,972,6.29424,lognormal_rate_jitter_v1
68,69,Web,133000,85597.6,0.4,600,1250,11.7616,lognormal_rate_jitter_v1
69,70,Web,133000,95851.3,0.4,600,1196,3.41091,lognormal_rate_jitter_v1
70,71,Web,133000,45178.8,0.4,600,1164,1.13678,lognormal_rate_jitter_v1
71,72,Web,133000,172254,0.4,600,1271,3.50756,lognormal_rate_jitter_v1
72,73,Web,133000,108259,0.4,600,805,9.59141,lognormal_rate_jitter_v1
73,74,Web,133000,67537.7,0.4,600,887,4.05274,lognormal_rate_jitter_v1
74,75,Web,133000,131446,0.4,600,1086,6.77029,lognormal_rate_jitter_v1
75,76,Web,133000,101417,0.4,600,819,12.0113,lognormal_rate_jitter_v1
76,77,Web,133000,96885.6,0.4,600,1419,14.3873,lognormal_rate_jitter_v1
77,78,Web,133000,233062,0.4,600,1344,4.12626,lognormal_rate_jitter_v1
78,79,Web,133000,42479.5,0.4,600,1462,6.33655,lognormal_rate_jitter_v1
79,80,Web,133000,98704.5,0.4,600,1160,1.77236,lognormal_rate_jitter_v1
80,81,Web,133000,281688,0.4,600,1202,14.9597,lognormal_rate_jitter_v1
81,82,Web,133000,92595.1,0.4,600,926,2.57513,lognormal_rate_jitter_v1
82,83,Web,133000,94403.5,0.4,600,820,9.75479,lognormal_rate_jitter_v1
83,84,Mobile,166000,162817,0.35,800,872,6.7945,lognormal_rate_jitter_v1
84,85,Mobile,166000,155696,0.35,800,1374,6.8909,lognormal_rate_jitter_v1
85,86,Mobile,166000,186259,0.35,800,1153,1.44077,lognormal_rate_jitter_v1
86,87,Mobile,166000,288740,0.35,800,977,1.01842,lognormal_rate_jitter_v1
87,88,Mobile,166000,122554,0.35,800,1086,8.59537,lognormal_rate_jitter_v1
88,89,Mobile,166000,155721,0.35,800,1070,5.10486,lognormal_rate_jitter_v1
89,90,Mobile,166000,218227,0.35,800,1100,4.33021,lognormal_rate_jitter_v1
90,91,Mobile,166000,135697,0.35,800,1308,5.14194,lognormal_rate_jitter_v1
91,92,Mobile,166000,114463,0.35,800,1073,14.4686,lognormal_rate_jitter_v1
92,93,Mobile,166000,250309,0.35,800,849,10.7812,lognormal_rate_jitter_v1
93,94,Mobile,166000,157623,0.35,800,1021,11.7393,lognormal_rate_jitter_v1
94,95,Mobile,166000,134900,0.35,800,935,3.22054,lognormal_rate_jitter_v1
95,96,Mobile,166000,171868,0.35,800,888,13.5458,lognormal_rate_jitter_v1
96,97,Mobile,166000,283987,0.35,800,619,10.5386,lognormal_rate_jitter_v1
97,98,Mobile,166000,100480,0.35,800,1188,0.582828,lognormal_rate_jitter_v1
98,99,Mobile,166000,206991,0.35,800,700,13.6982,lognormal_rate_jitter_v1
99,100,Mobile,166000,113454,0.35,800,1376,2.58891,lognormal_rate_jitter_v1
100,101,Mobile,166000,174928,0.35,800,900,6.93166,lognormal_rate_jitter_v1
101,102,Mobile,166000,157135,0.35,800,747,4.8377,lognormal_rate_jitter_v1
102,103,Mobile,166000,208830,0.35,800,1393,14.5638,lognormal_rate_jitter_v1
103,104,Mobile,166000,189366,0.35,800,990,5.70908,lognormal_rate_jitter_v1
104,105,Mobile,166000,113971,0.35,800,717,5.09125,lognormal_rate_jitter_v1
105,106,Mobile,166000,209539,0.35,800,669,3.41925,lognormal_rate_jitter_v1
106,107,VoD,725000,694921,0.05,1200,1200,0.170066,lognormal_rate_jitter_v1
107,108,VoD,725000,711826,0.05,1200,1200,1.65333,lognormal_rate_jitter_v1
108,109,VoD,725000,713522,0.05,1200,1200,6.05087,lognormal_rate_jitter_v1
109,110,VoD,725000,780868,0.05,1200,1200,5.75271,lognormal_rate_jitter_v1
110,111,VoD,725000,726417,0.05,1200,1200,3.65607,lognormal_rate_jitter_v1
111,112,VoD,725000,781364,0.05,1200,1200,3.30079,lognormal_rate_jitter_v1
112,113,VoD,725000,673757,0.05,1200,1200,2.35088,lognormal_rate_jitter_v1
113,114,VoD,725000,765821,0.05,1200,1200,5.90607,lognormal_rate_jitter_v1
114,115,VoD,725000,748356,0.05,1200,1200,2.481,lognormal_rate_jitter_v1
115,116,VoD,725000,708975,0.05,1200,1200,7.69814,lognormal_rate_jitter_v1
116,117,VoD,725000,761484,0.05,1200,1200,0.169481,lognormal_rate_jitter_v1
117,118,VoD,725000,716054,0.05,1200,1200,0.240847,lognormal_rate_jitter_v1
118,119,VoD,725000,725569,0.05,1200,1200,5.37666,lognormal_rate_jitter_v1
119,120,VoD,725000,693235,0.05,1200,1200,7.504,lognormal_rate_jitter_v1
120,121,VoD,725000,719436,0.05,1200,1200,7.96368,lognormal_rate_jitter_v1
121,122,VoD,725000,699671,0.05,1200,1200,3.08126,lognormal_rate_jitter_v1
122,123,VoD,725000,736836,0.05,1200,1200,4.82751,lognormal_rate_jitter_v1
123,124,VoD,725000,736235,0.05,1200,1200,7.60872,lognormal_rate_jitter_v1
124,125,Live,478000,636822,0.1,1200,1200,0.595868,lognormal_rate_jitter_v1
125,126,Live,478000,459696,0.1,1200,1200,7.20198,lognormal_rate_jitter_v1
126,127,Live,478000,461683,0.1,1200,1200,5.1454,lognormal_rate_jitter_v1
127,128,Live,478000,574428,0.1,1200,1200,4.62567,lognormal_rate_jitter_v1
128,129,Live,478000,562128,0.1,1200,1200,6.27019,lognormal_rate_jitter_v1
129,130,Live,478000,482950,0.1,1200,1200,6.27585,lognormal_rate_jitter_v1
130,131,Live,478000,448963,0.1,1200,1200,5.28368,lognormal_rate_jitter_v1
131,132,Live,478000,456783,0.1,1200,1200,1.81474,lognormal_rate_jitter_v1
132,133,Live,478000,468243,0.1,1200,1200,3.83752,lognormal_rate_jitter_v1
133,134,Live,478000,502274,0.1,1200,1200,6.8141,lognormal_rate_jitter_v1
134,135,Live,478000,568642,0.1,1200,1200,5.42517,lognormal_rate_jitter_v1
135,136,Live,478000,537317,0.1,1200,1200,9.40455,lognormal_rate_jitter_v1
136,137,Live,478000,437346,0.1,1200,1200,3.13737,lognormal_rate_jitter_v1
137,138,Live,478000,445284,0.1,1200,1200,6.95301,lognormal_rate_jitter_v1
138,139,Live,478000,471239,0.1,1200,1200,9.98296,lognormal_rate_jitter_v1
139,140,Live,478000,487889,0.1,1200,1200,3.7379,lognormal_rate_jitter_v1
140,141,Live,478000,616110,0.1,1200,1200,0.404014,lognormal_rate_jitter_v1
141,142,Live,478000,477421,0.1,1200,1200,5.41541,lognormal_rate_jitter_v1
142,143,Live,478000,436098,0.1,1200,1200,0.182635,lognormal_rate_jitter_v1
143,144,V2X,99000,99832.6,0.08,300,371,3.81281,lognormal_rate_jitter_v1
144,145,V2X,99000,90870.2,0.08,300,583,2.52067,lognormal_rate_jitter_v1
145,146,V2X,99000,95573.8,0.08,300,448,3.81524,lognormal_rate_jitter_v1
146,147,V2X,99000,79288.6,0.08,300,351,3.04187,lognormal_rate_jitter_v1
147,148,V2X,99000,97260.3,0.08,300,474,1.67486,lognormal_rate_jitter_v1
148,149,V2X,99000,88996,0.08,300,513,1.29242,lognormal_rate_jitter_v1
149,150,V2X,99000,102708,0.08,300,318,2.27831,lognormal_rate_jitter_v1
