ue_id,imsi,class,nominal_rate_bps,actual_rate_bps,rate_sigma,nominal_packet_size,actual_packet_size,start_offset_s,noise_model
40,41,Web,133000,135058,0.4,600,574,12.301,lognormal_rate_jitter_v1
41,42,Web,133000,114446,0.4,600,1321,5.12668,lognormal_rate_jitter_v1
42,43,Web,133000,91797.4,0.4,600,1031,12.7242,lognormal_rate_jitter_v1
43,44,Web,133000,178810,0.4,600,630,9.95106,lognormal_rate_jitter_v1
44,45,Web,133000,87897.2,0.4,600,1150,8.71851,lognormal_rate_jitter_v1
45,46,Web,133000,128910,0.4,600,1046,5.21744,lognormal_rate_jitter_v1
46,47,Web,133000,207614,0.4,600,781,3.47198,lognormal_rate_jitter_v1
47,48,Web,133000,324960,0.4,600,1380,12.7606,lognormal_rate_jitter_v1
48,49,Web,133000,172424,0.4,600,1116,10.0635,lognormal_rate_jitter_v1
49,50,Web,133000,119521,0.4,600,933,1.44732,lognormal_rate_jitter_v1
50,51,Web,133000,167535,0.4,600,1449,2.88229,lognormal_rate_jitter_v1
51,52,Web,133000,139482,0.4,600,742,2.00974,lognormal_rate_jitter_v1
52,53,Web,133000,177989,0.4,600,1302,11.6877,lognormal_rate_jitter_v1
53,54,Web,133000,280793,0.4,600,1325,0.374619,lognormal_rate_jitter_v1
54,55,Web,133000,244121,0.4,600,726,2.97172,lognormal_rate_jitter_v1
55,56,Mobile,166000,159033,0.35,800,820,5.10611,lognormal_rate_jitter_v1
56,57,Mobile,166000,133828,0.35,800,785,7.347,lognormal_rate_jitter_v1
57,58,Mobile,166000,117286,0.35,800,838,12.3465,lognormal_rate_jitter_v1
58,59,Mobile,166000,93950.3,0.35,800,736,11.0423,lognormal_rate_jitter_v1
59,60,Mobile,166000,105015,0.35,800,1378,7.84582,lognormal_rate_jitter_v1
60,61,Mobile,166000,98386,0.35,800,1075,2.93426,lognormal_rate_jitter_v1
61,62,Mobile,166000,274057,0.35,800,1278,8.2647,lognormal_rate_jitter_v1
62,63,Mobile,166000,184924,0.35,800,544,14.6981,lognormal_rate_jitter_v1
63,64,Mobile,166000,120841,0.35,800,516,8.16307,lognormal_rate_jitter_v1
64,65,Mobile,166000,243104,0.35,800,1273,8.11785,lognormal_rate_jitter_v1
65,66,Mobile,166000,131485,0.35,800,644,7.6176,lognormal_rate_jitter_v1
66,67,Mobile,166000,83326.9,0.35,800,1061,14.9609,lognormal_rate_jitter_v1
67,68,Mobile,166000,218376,0.35,800,925,6.29424,lognormal_rate_jitter_v1
68,69,Mobile,166000,112886,0.35,800,1176,11.7616,lognormal_rate_jitter_v1
69,70,Mobile,166000,124634,0.35,800,1126,3.41091,lognormal_rate_jitter_v1
70,71,VoD,725000,633466,0.05,1200,1200,0.75785,lognormal_rate_jitter_v1
71,72,VoD,725000,748820,0.05,1200,1200,2.33837,lognormal_rate_jitter_v1
72,73,VoD,725000,706585,0.05,1200,1200,6.39427,lognormal_rate_jitter_v1
73,74,VoD,725000,666116,0.05,1200,1200,2.70183,lognormal_rate_jitter_v1
74,75,VoD,725000,723936,0.05,1200,1200,4.51352,lognormal_rate_jitter_v1
75,76,VoD,725000,700842,0.05,1200,1200,8.00754,lognormal_rate_jitter_v1
76,77,VoD,725000,696849,0.05,1200,1200,9.59155,lognormal_rate_jitter_v1
77,78,VoD,725000,777661,0.05,1200,1200,2.75084,lognormal_rate_jitter_v1
78,79,VoD,725000,628607,0.05,1200,1200,4.22436,lognormal_rate_jitter_v1
79,80,VoD,725000,698471,0.05,1200,1200,1.18157,lognormal_rate_jitter_v1
80,81,VoD,725000,796302,0.05,1200,1200,9.9731,lognormal_rate_jitter_v1
81,82,VoD,725000,692915,0.05,1200,1200,1.71675,lognormal_rate_jitter_v1
82,83,Live,478000,438745,0.1,1200,1200,6.50319,lognormal_rate_jitter_v1
83,84,Live,478000,475363,0.1,1200,1200,4.52967,lognormal_rate_jitter_v1
84,85,Live,478000,469328,0.1,1200,1200,4.59393,lognormal_rate_jitter_v1
85,86,Live,478000,493988,0.1,1200,1200,0.960515,lognormal_rate_jitter_v1
86,87,Live,478000,559904,0.1,1200,1200,0.678945,lognormal_rate_jitter_v1
87,88,Live,478000,438305,0.1,1200,1200,5.73025,lognormal_rate_jitter_v1
88,89,Live,478000,469349,0.1,1200,1200,3.40324,lognormal_rate_jitter_v1
89,90,Live,478000,516857,0.1,1200,1200,2.88681,lognormal_rate_jitter_v1
90,91,Live,478000,451250,0.1,1200,1200,3.42796,lognormal_rate_jitter_v1
91,92,Live,478000,429835,0.1,1200,1200,9.64576,lognormal_rate_jitter_v1
92,93,Live,478000,537515,0.1,1200,1200,7.18749,lognormal_rate_jitter_v1
93,94,Live,478000,470980,0.1,1200,1200,7.82619,lognormal_rate_jitter_v1
94,95,Live,478000,450491,0.1,1200,1200,2.14702,lognormal_rate_jitter_v1
95,96,V2X,99000,99789.2,0.08,300,427,4.51526,lognormal_rate_jitter_v1
96,97,V2X,99000,111927,0.08,300,336,3.51288,lognormal_rate_jitter_v1
97,98,V2X,99000,88267.4,0.08,300,528,0.194276,lognormal_rate_jitter_v1
98,99,V2X,99000,104122,0.08,300,363,4.56605,lognormal_rate_jitter_v1
99,100,V2X,99000,90751.8,0.08,300,591,0.86297,lognormal_rate_jitter_v1
